Order Number,Date of Order,,,Lineitem name,Accepts Marketing,Cancelled at,Currency,Discount Amount,Discount Code,Financial Status,Fulfilled at,Fulfillment Status,Lineitem discount,Lineitem fulfillment status,Lineitem price,Order Quantity,Lineitem quantity,Lineitem requires shipping,Lineitem taxable,Outstanding Balance,Paid at,Payment Method,Payment Reference,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Taxes,Total,Vendor
R-S-2288,12/11/2020,21:56:52,300,Basic Hoodie Sweat Coord - Blue Fog - M,no,0,USD,0,0,paid,2020-11-14 13:44:09 +0300,fulfilled,0,fulfilled,83,1,1,1,0,0,2020-12-04 00:22:38 +0300,custom,c15547643101283.2,0,Low,2,LB,Local Shipping,web,83,0,85,RUSH & REEZ
R-S-2289,12/11/2020,23:10:48,300,Black Amy Pants - L,yes,0,USD,0,0,paid,2020-11-18 20:49:59 +0300,fulfilled,0,fulfilled,59,4,1,1,0,55,2020-11-19 18:00:04 +0300,custom,c15548295872611.4,0,Low,2,LB,Local Shipping,web,214,0,216,RUSH & REEZ
,,,,Boyfriend Shirt - White - L,0,0,0,0,0,0,0,0,0,fulfilled,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Maxi Checked Vest,0,0,0,0,0,0,0,0,0,fulfilled,65,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Navy Culotte Pants - XL,0,0,0,0,0,0,0,0,0,pending,55,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2290,13/11/2020,0:45:46,300,Basic Sweat Coord - Smoky Rose - M,0,0,0,0,0,0,0,0,0,fulfilled,110,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Statement Shorts Co-ord - Black - Black / L,yes,0,USD,0,0,paid,2020-11-14 13:34:49 +0300,fulfilled,0,fulfilled,59,,1,1,0,0,2020-12-04 00:22:38 +0300,custom,c15549077520483.2,0,Low,2,LB,Local Shipping,web,169,0,171,RUSH & REEZ
R-S-2293,13/11/2020,19:10:12,300,Basic Hoodie Sweat Coord - Black - L / Heavy,0,0,0,0,0,0,0,0,0,fulfilled,110,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Basic Hoodie Sweat Coord - Orchid - L,0,0,0,0,0,0,0,0,0,fulfilled,110,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Statement Tshirt - White - L,yes,0,USD,0,0,paid,2020-11-30 14:30:51 +0300,fulfilled,0,fulfilled,40,,1,1,0,0,2020-11-13 19:10:13 +0300,manual,R-S-2293.1,0,Low,0,0,0,iphone,360,0,360,RUSH & REEZ
,,,,Oversized Coat-Black and White Checked,0,0,0,0,0,0,0,0,0,fulfilled,100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2294,13/11/2020,19:14:51,300,Basic Hoodie Sweat Coord - Acai - M,yes,2020-11-19 13:11:33 +0300,USD,10,Custom discount,voided,0,unfulfilled,0,pending,110,1,1,1,0,100,0,manual,0,0,Low,0,LB,0,iphone,100,0,100,RUSH & REEZ
R-S-2295,13/11/2020,23:26:47,300,Basic Hoodie Sweat Coord - Acai - S,yes,0,USD,0,0,paid,2020-11-20 21:25:43 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-09 01:19:24 +0300,manual,R-S-2295.2,0,Low,2,LB,Local Shipping,iphone,110,0,112,RUSH & REEZ
R-S-2296,14/11/2020,0:52:31,300,Basic Hoodie Sweat Coord - Black - S / Heavy,0,0,0,0,0,0,0,0,0,fulfilled,110,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Basic Hoodie Sweat Coord - Latte - S,yes,0,USD,0,0,paid,2020-11-26 21:18:34 +0300,fulfilled,0,pending,110,,1,1,0,110,2020-12-09 01:33:49 +0300,custom,R-S-2296.4,0,Low,2,LB,Local Shipping,shopify_draft_order,220,0,222,RUSH & REEZ
R-S-2297,14/11/2020,13:23:21,300,Basic Hoodie Sweat Coord - Latte - M,no,0,USD,0,0,paid,2020-11-25 22:39:09 +0300,fulfilled,0,fulfilled,110,2,1,1,0,0,2020-11-25 22:55:05 +0300,custom,R-S-2297.2,0,Low,2,LB,Local Shipping,shopify_draft_order,175,0,177,RUSH & REEZ
,,,,Oxblood Fighter Sweatshirt - L,0,0,0,0,0,0,0,0,0,fulfilled,65,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2298,14/11/2020,13:32:17,300,Basic Hoodie Sweat Coord - Blue Fog - M,yes,0,USD,0,0,paid,2020-11-16 20:43:44 +0300,fulfilled,0,fulfilled,83,1,1,1,0,0,2020-12-04 00:22:38 +0300,custom,R-S-2298.2,0,Low,2,LB,Local Shipping,shopify_draft_order,83,0,85,RUSH & REEZ
R-S-2300,14/11/2020,14:24:54,300,Basic Hoodie Sweat Coord - Blue Fog - M,no,0,USD,0,0,paid,2020-11-18 21:00:31 +0300,fulfilled,0,fulfilled,83,2,1,1,0,0,2020-11-23 15:16:11 +0300,custom,R-S-2300.2,0,Low,2,LB,Local Shipping,shopify_draft_order,162,0,164,RUSH & REEZ
,,,,Basic Sweat Coord - Green Tea - M,0,0,0,0,0,0,0,0,0,fulfilled,79,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2301,14/11/2020,23:54:03,300,Basic Hoodie Sweat Coord - Blue Fog - L,yes,0,USD,0,0,paid,2020-11-18 20:54:28 +0300,fulfilled,0,fulfilled,83,2,1,1,0,0,2020-12-04 00:22:38 +0300,manual,R-S-2301.4,0,Low,2,LB,Local Shipping,iphone,133,0,135,RUSH & REEZ
,,,,White Meem Asymmetric Top - OS,0,0,0,0,0,0,0,0,0,fulfilled,50,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2302,15/11/2020,3:49:35,300,Anya Hoodie Sweatshirt in Indigo - M,0,0,0,0,0,0,0,0,0,fulfilled,45,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Balloon Shirt - Sage - OS,0,0,0,0,0,0,0,0,0,pending,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Checked Oversized Shirt - OS,0,0,0,0,0,0,0,0,0,fulfilled,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Fighter Tshirt - White - M,0,0,0,0,0,0,0,0,0,fulfilled,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Statement Tshirt - Black - L,0,0,0,0,0,0,0,0,0,fulfilled,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Statement Tshirt - White - M,0,0,0,0,0,0,0,0,0,pending,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Navy Ray Linen Wrap Cardigan - OS,0,0,0,0,0,0,0,0,0,pendingpending,109,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZRUSH & REEZ
,,,,Tan Ray Linen Wrap Cardigan - OS,no,0,USD,0,0,paid,2020-11-19 17:59:28 +0300,fulfilled,0,pendingfulfilled,260,,2,2,0,364,2020-11-19 17:59:38 +0300,custom,c15565385629795.16,0,Low,2,LB,Local Shipping,web,629,0,631,RUSH & REEZRUSH & REEZ
,,,,White Ruffled Shirtdress - L,0,0,0,0,0,0,0,0,0,pending,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2303,15/11/2020,9:41:31,300,Basic Tshirt - Black - L,yes,2020-11-15 09:45:17 +0300,USD,0,0,voided,0,restocked,0,pending,19,5,1,1,0,158,0,custom,0,0,Low,15,AE,DHL EXPRESS SHIPPING,web,143,0,158,RUSH & REEZ
,,,,Boyfriend Shirt - Blue Pattern - L,0,0,0,0,0,0,0,0,0,pending,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Fuschia Linen Shirt - L,0,0,0,0,0,0,0,0,0,pending,29,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Gamma Basic Longsleeve Tshirt - Black - M,0,0,0,0,0,0,0,0,0,pending,25,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Statement Tshirt - White - L,0,0,0,0,0,0,0,0,0,pending,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2304,15/11/2020,15:14:19,300,Basic Hoodie Sweat Coord - Black - M / Heavy,yes,0,USD,0,0,paid,2020-11-18 20:53:02 +0300,fulfilled,0,fulfilled,110,2,1,1,0,0,2020-12-09 01:33:49 +0300,manual,R-S-2304.2,0,Low,2,LB,Local Shipping,iphone,193,0,195,RUSH & REEZ
,,,,Basic Hoodie Sweat Coord - Blue Fog - L,0,0,0,0,0,0,0,0,0,fulfilled,83,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2305,15/11/2020,15:16:10,300,Basic Hoodie Sweat Coord - Latte - L,yes,0,USD,63,NEWBIE,paid,2020-12-17 21:03:03 +0300,fulfilled,0,pending,110,2,1,1,0,99,2020-12-26 02:34:28 +0300,custom,c15567016624227.4,0,Low,2,LB,Local Shipping,web,177,0,179,RUSH & REEZ
,,,,Basic Hoodie Sweat Coord - Latte - M,0,0,0,0,0,0,0,0,52,fulfilled,130,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2307,15/11/2020,15:49:22,300,Basic Sweat Coord - North Atlantic - L,no,0,USD,0,0,paid,2020-11-16 20:37:01 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-11-18 20:46:23 +0300,custom,c15567094546531.2,0,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2308,15/11/2020,16:42:12,300,Basic Hoodie Sweat Coord - Blue Fog - M,yes,0,USD,19.3,Custom discount,paid,2020-11-18 20:49:32 +0300,fulfilled,0,fulfilled,83,2,1,1,0,0,2020-11-19 17:59:44 +0300,custom,R-S-2308.2,0,Low,0,LB,0,shopify_draft_order,173.7,0,173.7,RUSH & REEZ
,,,,Basic Sweat Coord - Cream - M,0,0,0,0,0,0,0,0,0,fulfilled,110,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2309,15/11/2020,17:29:04,300,Wool Blend Metallic Beanie - Grey,yes,0,USD,0,0,paid,2020-11-16 21:00:36 +0300,fulfilled,0,fulfilled,20,1,1,1,0,0,2020-12-04 00:22:38 +0300,custom,c15567423766627.2,0,Low,2,LB,Local Shipping,web,20,0,22,RUSH & REEZ
R-S-2310,15/11/2020,19:04:25,300,Basic Sweat Coord - North Atlantic - M,yes,0,USD,0,0,paid,2020-11-18 21:06:35 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-04 00:22:38 +0300,custom,c15567522070627.2,0,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2311,15/11/2020,22:01:13,300,Basic Hoodie Sweat Coord - Acai - M,yes,0,USD,0,0,paid,2020-11-18 20:51:44 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-04 00:22:39 +0300,custom,c15568491741283.2,0,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2312,15/11/2020,22:32:13,300,Basic Tshirt - White - M,no,0,USD,0,0,paid,2020-11-18 20:57:39 +0300,fulfilled,0,fulfilled,19,2,1,1,0,0,2020-12-04 00:22:39 +0300,custom,c15568589684835.2,0,Low,2,LB,Local Shipping,web,69,0,71,RUSH & REEZ
,,,,White Meem Asymmetric Top - OS,0,0,0,0,0,0,0,0,0,fulfilled,50,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2313,15/11/2020,23:51:29,300,Basic Hoodie Sweat Coord - Acai - L,yes,0,USD,0,0,paid,2020-11-16 20:36:53 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-11-18 20:46:23 +0300,custom,R-S-2313.2,0,Low,2,LB,Local Shipping,shopify_draft_order,110,0,112,RUSH & REEZ
R-S-2314,15/11/2020,23:54:04,300,Anya Hoodie Sweatshirt in Charcoal - L,0,0,0,0,0,0,0,0,0,fulfilled,45,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Checked Oversized Shirt - OS,0,0,0,0,0,0,0,0,0,fulfilled,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Wide Sweatpants in Charcoal - L,yes,0,USD,10.5,NEWBIE,partially_refunded,2020-11-18 21:04:37 +0300,fulfilled,0,fulfilled,30,,1,1,0,0,0,custom,c15568971956323.2,67.5,Low,2,LB,Local Shipping,web,94.5,0,96.5,RUSH & REEZ
R-S-2315,16/11/2020,0:10:55,300,Basic Hoodie Sweat Coord - Mocha - L,no,0,USD,0,0,paid,2020-11-26 20:30:20 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-26 01:21:44 +0300,custom,R-S-2315.2,0,Low,2,LB,Local Shipping,shopify_draft_order,110,0,112,RUSH & REEZ
R-S-2316,16/11/2020,0:18:22,300,Statement Shorts Co-ord - Blush - Blush / S,0,0,0,0,0,0,0,0,0,fulfilled,59,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Statement Shorts Co-ord - Sapphire - Sapphire / S,yes,0,USD,0,0,paid,2020-11-16 20:35:39 +0300,fulfilled,0,pending,59,,1,1,0,59,2020-11-18 20:46:24 +0300,custom,R-S-2316.2,0,Low,2,LB,Local Shipping,shopify_draft_order,118,0,120,RUSH & REEZ
R-S-2317,16/11/2020,1:53:50,300,Basic Hoodie Sweat Coord - Latte - L,yes,0,USD,0,0,paid,2020-11-18 20:55:21 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-04 00:22:39 +0300,custom,c15567705964643.2,0,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2318,16/11/2020,1:57:56,300,Basic Hoodie Sweat Coord - Black - L / Medium,yes,2020-11-25 15:12:08 +0300,USD,0,0,voided,0,unfulfilled,0,pending,110,1,1,1,0,112,0,custom,0,0,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2319,16/11/2020,2:35:04,300,Basic Sweat Coord - North Atlantic - M,yes,0,USD,0,0,partially_refunded,2020-11-18 20:58:11 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,0,manual,R-S-2319.2,110,Low,2,LB,Local Shipping,iphone,110,0,112,RUSH & REEZ
R-S-2320,16/11/2020,2:35:56,300,Basic Hoodie Sweat Coord - Mocha - M,yes,0,USD,0,0,paid,2020-11-18 21:11:59 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-04 00:22:39 +0300,manual,R-S-2320.2,0,Low,2,LB,Local Shipping,iphone,110,0,112,RUSH & REEZ
R-S-2321,16/11/2020,9:15:29,300,Basic Hoodie Sweat Coord - Acai - M,yes,0,USD,0,0,partially_refunded,2020-11-16 20:56:24 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,0,custom,c15570656264291.2,110,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2322,16/11/2020,11:27:03,300,Basic Hoodie Sweat Coord - Acai - M,yes,0,USD,11,NEWBIE,paid,2020-11-18 20:54:28 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-04 00:22:39 +0300,custom,c15567387000931.2,0,Low,2,LB,Local Shipping,web,99,0,101,RUSH & REEZ
R-S-2323,16/11/2020,12:08:41,300,Basic Hoodie Sweat Coord - Blue Fog - L,yes,0,USD,0,0,paid,2020-11-16 20:57:08 +0300,fulfilled,0,fulfilled,83,1,1,1,0,0,2020-12-04 00:22:39 +0300,custom,c15570997051491.2,0,Low,2,LB,Local Shipping,web,83,0,85,RUSH & REEZ
R-S-2324,16/11/2020,16:02:06,300,Fighter Tshirt - Black - M,yes,0,USD,65,exchanged item,paid,2020-11-16 20:35:15 +0300,fulfilled,0,fulfilled,35,2,1,1,0,0,2020-11-18 20:46:24 +0300,manual,R-S-2324.2,0,Low,2,LB,Local Shipping,iphone,5,0,7,RUSH & REEZ
,,,,Fighter Tshirt - White - M,0,0,0,0,0,0,0,0,0,fulfilled,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2325,16/11/2020,22:08:50,300,Basic Hoodie Sweat Coord - Mocha - M,yes,0,USD,0,0,pending,2020-11-18 20:49:41 +0300,fulfilled,0,fulfilled,110,1,1,1,0,112,0,custom,0,0,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2326,16/11/2020,22:10:25,300,Basic Hoodie Sweat Coord - Latte - L,yes,2020-11-25 14:52:45 +0300,USD,25,0,voided,0,unfulfilled,25,pendingpending,220,2,2,2,0,197,0,custom,0,0,Low,2,LB,Local Shipping,shopify_draft_order,195,0,197,RUSH & REEZRUSH & REEZ
R-S-2327,16/11/2020,22:17:45,300,Black & White Fighter Sweatshirt - L,yes,0,USD,0,0,paid,2020-11-18 20:57:10 +0300,fulfilled,0,fulfilled,65,1,1,1,0,0,2020-12-04 00:22:39 +0300,custom,R-S-2327.2,0,Low,2,LB,Local Shipping,shopify_draft_order,65,0,67,RUSH & REEZ
R-S-2328,16/11/2020,22:28:54,300,Basic Hoodie Sweat Coord - Acai - L,no,0,USD,0,0,paid,2020-11-18 20:56:10 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-04 00:22:40 +0300,custom,R-S-2328.2,0,Low,2,LB,Local Shipping,shopify_draft_order,110,0,112,RUSH & REEZ
R-S-2329,16/11/2020,23:19:18,300,Basic Hoodie Sweat Coord - Mocha - M,yes,0,USD,11,NEWBIE,partially_refunded,2020-11-18 21:05:55 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,0,custom,c15544077910115.2,97,Low,2,LB,Local Shipping,web,99,0,101,RUSH & REEZ
R-S-2330,17/11/2020,0:29:02,300,Basic Hoodie Sweat Coord - Mocha - M,yes,0,USD,11,NEWBIE,paid,2020-11-18 21:01:39 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-04 00:22:40 +0300,custom,c15573350023267.2,0,Low,2,LB,Local Shipping,web,99,0,101,RUSH & REEZ
R-S-2331,17/11/2020,0:50:16,300,Basic Hoodie Sweat Coord - Mocha - S,yes,0,USD,0,0,partially_refunded,2020-11-18 21:02:03 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,0,manual,R-S-2331.2,110,Low,2,LB,Local Shipping,iphone,110,0,112,RUSH & REEZ
R-S-2332,17/11/2020,1:47:59,300,Basic Hoodie Sweat Coord - Mocha - L,yes,0,USD,0,0,paid,2020-11-26 20:59:53 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-26 00:47:13 +0300,custom,c15573640740963.2,0,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2333,17/11/2020,12:53:35,300,Basic Hoodie Sweat Coord - Mocha - L,0,0,0,0,0,0,0,0,0,fulfilled,110,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Basic Sweat Coord - Black - L / Heavy,0,0,0,0,0,0,0,0,0,fulfilled,110,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Slate Cotton Sweat Co-ord - L,no,0,USD,0,0,paid,2020-12-01 23:00:36 +0300,fulfilled,0,fulfilled,60,,1,1,0,0,2020-12-26 01:32:33 +0300,custom,c15575406215267.2,0,Low,2,LB,Local Shipping,web,280,0,282,RUSH & REEZ
R-S-2334,17/11/2020,13:47:48,300,Gamma Basic Longsleeve Tshirt - Black - L,yes,0,USD,50,Custom discount,paid,2020-11-17 13:48:51 +0300,fulfilled,0,fulfilled,25,2,1,1,0,0,0,0,0,0,Low,0,LB,0,shopify_draft_order,0,0,0,RUSH & REEZ
,,,,Gamma Basic Longsleeve Tshirt - White - L,0,0,0,0,0,0,0,0,0,fulfilled,25,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2335,17/11/2020,13:50:31,300,Basic Hoodie Sweat Coord - Mocha - S,yes,0,USD,0,0,paid,2020-12-01 14:25:09 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-26 01:53:10 +0300,custom,R-S-2335.2,0,Low,2,LB,Local Shipping,shopify_draft_order,110,0,112,RUSH & REEZ
R-S-2336,17/11/2020,15:30:47,300,Basic Hoodie Sweat Coord - Black - S / Medium,yes,0,USD,11,NEWBIE,partially_refunded,2020-11-18 21:23:07 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,0,custom,c15575785308259.2,99,Low,2,LB,Local Shipping,web,99,0,101,RUSH & REEZ
R-S-2337,17/11/2020,19:07:25,300,Basic Hoodie Sweat Coord - Black - S / Heavy,0,0,0,0,0,0,0,0,110,pending,110,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Basic Hoodie Sweat Coord - Mocha - S,yes,2020-12-17 01:20:43 +0300,USD,110,0,voided,0,unfulfilled,0,pending,110,,1,1,0,112,0,custom,0,0,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2338,17/11/2020,20:46:16,300,Basic Sweat Coord - Black - S / Heavy,yes,0,USD,0,0,partially_refunded,2020-11-18 21:20:49 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,0,custom,c15576931500131.2,110,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2339,17/11/2020,23:28:46,300,Basic Hoodie Sweat Coord - Blue Fog - S,yes,0,USD,0,0,paid,2020-11-18 21:23:41 +0300,fulfilled,0,fulfilled,83,1,1,1,0,0,2020-12-09 01:33:49 +0300,manual,R-S-2339.2,0,Low,2,LB,Local Shipping,iphone,83,0,85,RUSH & REEZ
R-S-2340,18/11/2020,0:07:09,300,Basic Sweat Coord - Black - S / Heavy,0,0,0,0,0,0,0,0,0,fulfilled,110,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Wool Blend Maxi Knitted Dress- Black,yes,0,USD,0,0,paid,2020-12-04 15:01:17 +0300,fulfilled,0,pending,75,,1,1,1,75,2020-12-26 02:21:06 +0300,custom,c15577730318435.4,0,Low,2,LB,Local Shipping,web,185,0,187,Rush & Reez
R-S-2341,18/11/2020,0:38:24,300,Basic Hoodie Sweat Coord - Mocha - S,yes,0,USD,0,0,paid,2020-11-26 21:03:05 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-26 01:32:33 +0300,custom,c15577850806371.2,0,Low,2,LB,Local Shipping,web,110,0,112,RUSH & REEZ
R-S-2342,18/11/2020,0:54:14,300,Basic Hoodie Sweat Coord - Mocha - L,yes,0,USD,0,0,paid,2020-11-26 20:59:37 +0300,fulfilled,0,fulfilled,110,1,1,1,0,0,2020-12-26 01:21:44 +0300,manual,R-S-2342.2,0,Low,2,LB,Local Shipping,iphone,110,0,112,RUSH & REEZ
R-S-2343,18/11/2020,11:44:05,300,Emerald & Fuschia Fighter Sweatshirt - L,yes,0,USD,0,0,paid,2020-11-18 21:25:22 +0300,fulfilled,0,fulfilled,65,2,1,1,0,0,2020-12-09 01:33:50 +0300,manual,R-S-2343.2,0,Low,2,LB,Local Shipping,iphone,124,0,126,RUSH & REEZ
,,,,Statement Shorts Co-ord - Black - Black / M,0,0,0,0,0,0,0,0,0,fulfilled,59,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2344,18/11/2020,11:51:43,300,Basic Hoodie Sweat Coord - Acai - M,0,0,0,0,0,0,0,0,0,fulfilled,110,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Basic Sweat Coord - Black - M / Heavy,no,0,USD,0,0,paid,2020-11-19 17:46:32 +0300,fulfilled,0,fulfilled,110,,1,1,0,0,2020-12-09 01:33:50 +0300,custom,c15577184141411.2,0,Low,2,LB,Local Shipping,web,280,0,282,RUSH & REEZ
,,,,Slate Cotton Sweat Co-ord - M,0,0,0,0,0,0,0,0,0,fulfilled,60,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2345,18/11/2020,12:23:09,300,Basic Hoodie Sweat Coord - Orchid - M,0,0,0,0,0,0,0,0,0,fulfilled,110,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Me Here Now Tshirt - Black - L,0,0,0,0,0,0,0,0,0,fulfilled,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oxblood Statement Sweatshirt - L,yes,0,USD,0,0,partially_refunded,2020-11-18 21:27:38 +0300,fulfilled,0,fulfilled,65,,1,1,0,0,0,custom,c15579862597731.2,103,Low,2,LB,Local Shipping,web,215,0,217,RUSH & REEZ
R-S-2346,18/11/2020,12:36:29,300,Longsleeve Statement Tshirt - Oxblood - L,yes,0,USD,4,NEWBIE,paid,2020-11-18 21:27:09 +0300,fulfilled,0,fulfilled,40,1,1,1,0,0,2020-12-04 00:22:40 +0300,custom,c15579892711523.2,0,Low,2,LB,Local Shipping,web,36,0,38,RUSH & REEZ
R-S-2347,18/11/2020,18:58:43,300,White Meem Asymmetric Top - OS,yes,0,USD,0,0,paid,2020-11-19 17:47:03 +0300,fulfilled,0,fulfilled,50,1,1,1,0,0,2020-12-09 01:33:50 +0300,custom,R-S-2347.2,0,Low,2,LB,Local Shipping,shopify_draft_order,50,0,52,RUSH & REEZ
R-S-2348,18/11/2020,19:04:05,300,Black Statement Sweatshirt - L,yes,0,USD,0,0,paid,2020-11-19 17:47:49 +0300,fulfilled,0,fulfilled,65,1,1,1,0,0,2020-12-09 01:12:24 +0300,custom,R-S-2348.2,0,Low,2,LB,Local Shipping,shopify_draft_order,65,0,67,RUSH & REEZ
R-S-2349,18/11/2020,19:57:54,300,Beta Basic Longsleeve Tshirt - Black - L,yes,0,USD,0,0,partially_refunded,2020-11-19 17:50:28 +0300,fulfilled,0,fulfilled,25,3,1,1,0,0,0,custom,R-S-2349.2,50,Low,2,LB,Local Shipping,shopify_draft_order,124,0,126,RUSH & REEZ
,,,,Black Meem Asymmetric Top - OS,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,White Meem Asymmetric Top - OS,0,0,0,0,0,0,0,0,0,fulfilled,50,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-2350,18/11/2020,21:18:48,300,Oversized Polo Shirt - Black - M,yes,0,USD,19.3,Ordered before price increase,paid,2020-11-18 21:19:38 +0300,fulfilled,0,fulfilled,49,2,1,1,0,0,2020-12-04 00:22:40 +0300,custom,R-S-2350.2,0,Low,0,LB,0,shopify_draft_order,78.7,0,78.7,RUSH & REEZ
,,,,Oversized Polo Shirt - Olive - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
